Category Code,PEDSnet_Table,PEDSnet_Field,Lower_Threshold,Upper_Threshold
BA-001,Measurement,specimen_source_value,0,0
BA-001,Measurement,priority_concept_id,0,0
BA-001,Measurement,priority_source_value,0,0
BA-001,Measurement,specimen_concept_id,0,0
BA-001,Visit_Payer,plan_type,0,0
BA-001,Visit_Payer,visit_payer_type_concept_id,0,0
BA-001,Measurement_Organism,visit_occurrence_id,0,0
BA-001,Measurement_Organism,positivity_datetime,0,0
BA-001,ADT_Occurrence,care_site_id,0,0
BA-001,ADT_Occurrence,prior_adt_occurrence_id,0,0
BA-001,ADT_Occurrence,next_adt_occurrence_id,0,0
BA-001,ADT_Occurrence,service_source_value,0,0
BA-001,ADT_Occurrence,adt_type_source_value,0,0
BA-001,ADT_Occurrence,adt_type_concept_id,0,0
BA-001,Device_Exposure,device_source_concept_id,0,0
BA-001,Device_Exposure,device_source_value,0,0
BA-001,Device_Exposure,device_exposure_end_date,0,0
BA-001,Device_Exposure,unique_device_id,0,0
BA-001,Device_Exposure,quantity,0,0
BA-001,Device_Exposure,provider_id,0,0
BA-001,Device_Exposure,visit_occurrence_id,0,0
BA-001,Immunization,immunization_source_concept_id,0,0
BA-001,Immunization,imm_route_source_value,0,0
BA-001,Immunization,imm_route_concept_id,0,0
BA-001,Immunization,visit_occurrence_id,0,0
BA-001,Immunization,person_id,0,0
BA-001,Immunization,provider_id,0,0
BA-001,Immunization,immunization_dose,0,0
BA-001,Immunization,imm_dose_unit_source_value,0,0
BA-001,Immunization,imm_dose_unit_concept_id,0,0
BA-001,Immunization,procedure_occurrence_id,0,0
